context,prefix,namespace,status,expansion_source
merged.oak,3DMET,http://identifiers.org/3dmet/,canonical,bioregistry
merged.oak,3DMET,http://bio2rdf.org/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,http://bioregistry.io/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,http://identifiers.org/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,http://n2t.net/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,http://www.3dmet.dna.affrc.go.jp/cgi/show_data.php?acc=,prefix_alias,bioregistry
merged.oak,3DMET,https://bio2rdf.org/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,https://bioregistry.io/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,https://identifiers.org/3dmet/,prefix_alias,bioregistry
merged.oak,3DMET,https://identifiers.org/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,https://n2t.net/3dmet:,prefix_alias,bioregistry
merged.oak,3DMET,https://www.3dmet.dna.affrc.go.jp/cgi/show_data.php?acc=,prefix_alias,bioregistry
merged.oak,4DN,http://identifiers.org/4dn/,namespace_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://identifiers.org/4dn/,canonical,bioregistry
merged.oak,4DN.BIOSOURCE,http://bio2rdf.org/4dn:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://bioregistry.io/4DN:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://bioregistry.io/4dn.biosource:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://data.4dnucleome.org/,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://data.4dnucleome.org/biosources/,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,http://identifiers.org/4dn:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://bio2rdf.org/4dn:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://bioregistry.io/4DN:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://bioregistry.io/4dn.biosource:,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://data.4dnucleome.org/,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://data.4dnucleome.org/biosources/,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://identifiers.org/4dn/,prefix_alias,bioregistry
merged.oak,4DN.BIOSOURCE,https://identifiers.org/4dn:,prefix_alias,bioregistry
merged.oak,4DN.REPLICATE,https://data.4dnucleome.org/experiment-set-replicates/,canonical,bioregistry
merged.oak,4DN.REPLICATE,http://bioregistry.io/4dn.replicate:,prefix_alias,bioregistry
merged.oak,4DN.REPLICATE,http://data.4dnucleome.org/experiment-set-replicates/,prefix_alias,bioregistry
merged.oak,4DN.REPLICATE,https://bioregistry.io/4dn.replicate:,prefix_alias,bioregistry
merged.oak,aair,http://xmlns.notu.be/aair#,canonical,prefixcc
merged.oak,AAO,http://purl.obolibrary.org/obo/AAO_,canonical,obo
merged.oak,AAO,http://bio2rdf.org/aao:,prefix_alias,bioregistry
merged.oak,AAO,http://bioregistry.io/AAO:,prefix_alias,bioregistry
merged.oak,AAO,https://bio2rdf.org/aao:,prefix_alias,bioregistry
merged.oak,AAO,https://bioregistry.io/AAO:,prefix_alias,bioregistry
merged.oak,AAO,https://purl.obolibrary.org/obo/AAO_,prefix_alias,bioregistry
merged.oak,aapi,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#,canonical,prefixcc
merged.oak,aat,http://vocab.getty.edu/aat/,canonical,prefixcc
merged.oak,abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#,canonical,prefixcc
merged.oak,ABCD,https://web.expasy.org/abcd/ABCD_,canonical,bioregistry
merged.oak,ABCD,http://bioregistry.io/abcd:,prefix_alias,bioregistry
merged.oak,ABCD,http://web.expasy.org/abcd/,prefix_alias,bioregistry
merged.oak,ABCD,http://web.expasy.org/abcd/ABCD_,prefix_alias,bioregistry
merged.oak,ABCD,http://web.expasy.org/cgi-bin/abcd/search_abcd.pl?input=,prefix_alias,bioregistry
merged.oak,ABCD,https://bioregistry.io/abcd:,prefix_alias,bioregistry
merged.oak,ABCD,https://web.expasy.org/abcd/,prefix_alias,bioregistry
merged.oak,ABCD,https://web.expasy.org/cgi-bin/abcd/search_abcd.pl?input=,prefix_alias,bioregistry
merged.oak,ABS,http://identifiers.org/abs/,canonical,bioregistry
merged.oak,ABS,http://bio2rdf.org/abs:,prefix_alias,bioregistry
merged.oak,ABS,http://bioregistry.io/abs:,prefix_alias,bioregistry
merged.oak,ABS,http://identifiers.org/abs:,prefix_alias,bioregistry
merged.oak,ABS,http://n2t.net/abs:,prefix_alias,bioregistry
merged.oak,ABS,https://bio2rdf.org/abs:,prefix_alias,bioregistry
merged.oak,ABS,https://bioregistry.io/abs:,prefix_alias,bioregistry
merged.oak,ABS,https://identifiers.org/abs/,prefix_alias,bioregistry
merged.oak,ABS,https://identifiers.org/abs:,prefix_alias,bioregistry
merged.oak,ABS,https://n2t.net/abs:,prefix_alias,bioregistry
merged.oak,abs,http://abs.270a.info/dataset/,prefix_alias,prefixcc
merged.oak,ac,http://www.w3.org/ns/activitystreams#,canonical,bioregistry
merged.oak,ac,http://bioregistry.io/ac:,prefix_alias,bioregistry
merged.oak,ac,https://bioregistry.io/ac:,prefix_alias,bioregistry
merged.oak,ac,https://www.w3.org/ns/activitystreams#,prefix_alias,bioregistry
merged.oak,ac,http://umbel.org/umbel/ac/,prefix_alias,prefixcc
merged.oak,acc,http://purl.org/NET/acc#,canonical,prefixcc
merged.oak,accid,http://pid.accurids.com/,canonical,prefixcc
merged.oak,acco,http://purl.org/acco/ns#,canonical,prefixcc
merged.oak,accom,http://purl.org/acco/ns#,namespace_alias,prefixcc
merged.oak,ACEVIEW.WORM,http://identifiers.org/aceview.worm/,canonical,bioregistry
merged.oak,ACEVIEW.WORM,http://bio2rdf.org/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,http://bioregistry.io/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,http://identifiers.org/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,http://n2t.net/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,http://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=[?species_database]&c=Gene&l=,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,http://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=worm&c=Gene&l=,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://bio2rdf.org/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://bioregistry.io/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://identifiers.org/aceview.worm/,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://identifiers.org/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://n2t.net/aceview.worm:,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=[?species_database]&c=Gene&l=,prefix_alias,bioregistry
merged.oak,ACEVIEW.WORM,https://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=worm&c=Gene&l=,prefix_alias,bioregistry
merged.oak,acl,http://www.w3.org/ns/auth/acl#,canonical,prefixcc
merged.oak,ACLAME,http://identifiers.org/MGE/,namespace_alias,bioregistry
merged.oak,acm,http://www.rkbexplorer.com/ontologies/acm#,canonical,prefixcc
merged.oak,acp,http://www.w3.org/ns/solid/acp#,canonical,prefixcc
merged.oak,acrt,http://privatealpha.com/ontology/certification/1#,canonical,prefixcc
merged.oak,act,http://www.w3.org/2007/rif-builtin-action#,canonical,prefixcc
merged.oak,activity,https://www.w3.org/TR/activitystreams-vocabulary/,canonical,prefixcc
merged.oak,ad,http://schemas.talis.com/2005/address/schema#,canonical,prefixcc
merged.oak,ADCAD,https://purl.dataone.org/odo/ADCAD_,canonical,bioregistry
merged.oak,ADCAD,http://bioregistry.io/adcad:,prefix_alias,bioregistry
merged.oak,ADCAD,http://purl.dataone.org/odo/ADCAD_,prefix_alias,bioregistry
merged.oak,ADCAD,https://bioregistry.io/adcad:,prefix_alias,bioregistry
merged.oak,add,https://mre.zcu.cz/ontology/stroke.owl#,canonical,prefixcc
merged.oak,ADDGENE,http://identifiers.org/addgene/,canonical,bioregistry
merged.oak,ADDGENE,http://addgene.org/,prefix_alias,bioregistry
merged.oak,ADDGENE,http://bio2rdf.org/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,http://bioregistry.io/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,http://identifiers.org/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,http://n2t.net/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,http://scicrunch.org/resolver/RRID:Addgene_,prefix_alias,bioregistry
merged.oak,ADDGENE,http://www.addgene.org/,prefix_alias,bioregistry
merged.oak,ADDGENE,https://addgene.org/,prefix_alias,bioregistry
merged.oak,ADDGENE,https://bio2rdf.org/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,https://bioregistry.io/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,https://identifiers.org/addgene/,prefix_alias,bioregistry
merged.oak,ADDGENE,https://identifiers.org/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,https://n2t.net/addgene:,prefix_alias,bioregistry
merged.oak,ADDGENE,https://scicrunch.org/resolver/RRID:Addgene_,prefix_alias,bioregistry
merged.oak,ADDGENE,https://www.addgene.org/,prefix_alias,bioregistry
merged.oak,address,http://schemas.talis.com/2005/address/schema#,namespace_alias,prefixcc
merged.oak,adf,http://purl.allotrope.org/ontologies/datapackage#,canonical,prefixcc
merged.oak,admin,http://webns.net/mvcb/,canonical,prefixcc
merged.oak,admingeo,http://data.ordnancesurvey.co.uk/ontology/admingeo/,canonical,prefixcc
merged.oak,ADMS,http://www.w3.org/ns/adms#,canonical,bioregistry
merged.oak,ADMS,http://bioregistry.io/adms:,prefix_alias,bioregistry
merged.oak,ADMS,https://bioregistry.io/adms:,prefix_alias,bioregistry
merged.oak,ADMS,https://www.w3.org/ns/adms#,prefix_alias,bioregistry
merged.oak,admssw,http://purl.org/adms/sw/,canonical,prefixcc
merged.oak,ADO,http://purl.obolibrary.org/obo/ADO_,canonical,obo
merged.oak,ADO,http://bioregistry.io/ADO:,prefix_alias,bioregistry
merged.oak,ADO,http://www.ebi.ac.uk/ols/ontologies/ado/terms?iri=http://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged.oak,ADO,https://bioregistry.io/ADO:,prefix_alias,bioregistry
merged.oak,ADO,https://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged.oak,ADO,https://www.ebi.ac.uk/ols/ontologies/ado/terms?iri=http://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged.oak,adr,http://kg.artsdata.ca/resource/,canonical,prefixcc
merged.oak,ADW,http://purl.obolibrary.org/obo/ADW_,canonical,obo
merged.oak,ADW,http://animaldiversity.org/accounts/,prefix_alias,bioregistry
merged.oak,ADW,http://bioregistry.io/ADW:,prefix_alias,bioregistry
merged.oak,ADW,http://identifiers.org/adw/,prefix_alias,bioregistry
merged.oak,ADW,http://identifiers.org/adw:,prefix_alias,bioregistry
merged.oak,ADW,http://n2t.net/adw:,prefix_alias,bioregistry
merged.oak,ADW,https://animaldiversity.org/accounts/,prefix_alias,bioregistry
merged.oak,ADW,https://bioregistry.io/ADW:,prefix_alias,bioregistry
merged.oak,ADW,https://identifiers.org/adw/,prefix_alias,bioregistry
merged.oak,ADW,https://identifiers.org/adw:,prefix_alias,bioregistry
merged.oak,ADW,https://n2t.net/adw:,prefix_alias,bioregistry
merged.oak,ADW,https://purl.obolibrary.org/obo/ADW_,prefix_alias,bioregistry
merged.oak,aec3po,https://w3id.org/lbd/aec3po/,canonical,prefixcc
merged.oak,AEO,http://purl.obolibrary.org/obo/AEO_,canonical,obo
merged.oak,AEO,http://bioregistry.io/AEO:,prefix_alias,bioregistry
merged.oak,AEO,http://bioregistry.io/AEO_RETIRED:,prefix_alias,bioregistry
merged.oak,AEO,http://www.ebi.ac.uk/ols/ontologies/aeo/terms?iri=http://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged.oak,AEO,https://bioregistry.io/AEO:,prefix_alias,bioregistry
merged.oak,AEO,https://bioregistry.io/AEO_RETIRED:,prefix_alias,bioregistry
merged.oak,AEO,https://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged.oak,AEO,https://www.ebi.ac.uk/ols/ontologies/aeo/terms?iri=http://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged.oak,AEO_RETIRED,http://purl.obolibrary.org/obo/AEO_,namespace_alias,bioregistry
merged.oak,AEON,http://purl.obolibrary.org/obo/AEON_,canonical,bioregistry
merged.oak,AEON,http://bioregistry.io/aeon:,prefix_alias,bioregistry
merged.oak,AEON,https://bioregistry.io/aeon:,prefix_alias,bioregistry
merged.oak,AEON,https://purl.obolibrary.org/obo/AEON_,prefix_alias,bioregistry
merged.oak,AERO,http://purl.obolibrary.org/obo/AERO_,canonical,obo
merged.oak,AERO,http://bioregistry.io/AERO:,prefix_alias,bioregistry
merged.oak,AERO,http://www.ebi.ac.uk/ols/ontologies/aero/terms?iri=http://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged.oak,AERO,https://bioregistry.io/AERO:,prefix_alias,bioregistry
merged.oak,AERO,https://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged.oak,AERO,https://www.ebi.ac.uk/ols/ontologies/aero/terms?iri=http://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged.oak,aerols,http://xmlns.com/aerols/0.1/,canonical,prefixcc
merged.oak,aers,http://aers.data2semantics.org/resource/,canonical,prefixcc
merged.oak,aersv,http://aers.data2semantics.org/vocab/,canonical,prefixcc
merged.oak,af,http://purl.org/ontology/af/,canonical,prefixcc
merged.oak,aff,https://w3id.org/affectedBy#,canonical,prefixcc
merged.oak,affy,http://www.affymetrix.com/community/publications/affymetrix/tmsplice#,canonical,prefixcc
merged.oak,AFFY.PROBESET,http://identifiers.org/affy.probeset/,canonical,bioregistry
merged.oak,AFFY.PROBESET,http://bioregistry.io/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,http://cu.affymetrix.bio2rdf.org/describe/?url=http://bio2rdf.org/affymetrix:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,http://identifiers.org/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,http://n2t.net/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,http://www.affymetrix.com/LinkServlet?probeset=,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://bioregistry.io/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://cu.affymetrix.bio2rdf.org/describe/?url=http://bio2rdf.org/affymetrix:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://identifiers.org/affy.probeset/,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://identifiers.org/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://n2t.net/affy.probeset:,prefix_alias,bioregistry
merged.oak,AFFY.PROBESET,https://www.affymetrix.com/LinkServlet?probeset=,prefix_alias,bioregistry
merged.oak,affymetrix,http://bio2rdf.org/affymetrix_vocabulary:,canonical,prefixcc
merged.oak,afm,http://purl.allotrope.org/ontologies/material/,canonical,prefixcc
merged.oak,afn,http://jena.apache.org/ARQ/function#,canonical,prefixcc
merged.oak,AfPO,http://purl.obolibrary.org/obo/AfPO_,canonical,obo
merged.oak,AfPO,http://bioregistry.io/AfPO:,prefix_alias,bioregistry
merged.oak,AfPO,https://bioregistry.io/AfPO:,prefix_alias,bioregistry
merged.oak,AfPO,https://purl.obolibrary.org/obo/AfPO_,prefix_alias,bioregistry
merged.oak,afr,http://purl.allotrope.org/ontologies/result#,canonical,prefixcc
merged.oak,after,http://rds.posccaesar.org/ontology/plm/ds/,canonical,prefixcc
merged.oak,AFTOL.TAXONOMY,http://identifiers.org/aftol.taxonomy/,canonical,bioregistry
merged.oak,AFTOL.TAXONOMY,http://bioregistry.io/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,http://identifiers.org/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,http://n2t.net/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,http://wasabi.lutzonilab.net/pub/displayTaxonInfo?aftol_id=,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,https://bioregistry.io/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,https://identifiers.org/aftol.taxonomy/,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,https://identifiers.org/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,https://n2t.net/aftol.taxonomy:,prefix_alias,bioregistry
merged.oak,AFTOL.TAXONOMY,https://wasabi.lutzonilab.net/pub/displayTaxonInfo?aftol_id=,prefix_alias,bioregistry
merged.oak,agent,http://eulersharp.sourceforge.net/2003/03swap/agent#,canonical,prefixcc
merged.oak,agents,http://eulersharp.sourceforge.net/2003/03swap/agent#,namespace_alias,prefixcc
merged.oak,agetec,http://www.agetec.org/,canonical,prefixcc
merged.oak,agg,http://purl.org/twc/health/vocab/aggregate/,canonical,prefixcc
merged.oak,agls,http://www.agls.gov.au/agls/terms/,canonical,prefixcc
merged.oak,ago,http://awesemantic-geo.link/ontology/,canonical,prefixcc
merged.oak,agr,http://promsns.org/def/agr#,prefix_alias,prefixcc
merged.oak,AGR,http://identifiers.org/agricola/,namespace_alias,bioregistry
merged.oak,agrd,http://agrinepaldata.com/,canonical,prefixcc
merged.oak,agrelon,http://d-nb.info/standards/elementset/agrelon#,canonical,prefixcc
merged.oak,AGRICOLA,http://identifiers.org/agricola/,canonical,bioregistry
merged.oak,AGRICOLA,http://agricola.nal.usda.gov/vwebv/holdingsInfo?bibId=,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://alliancegenome.org/gene/,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://bioregistry.io/AGR:,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://bioregistry.io/AGRICOLA_ID:,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://bioregistry.io/agricola:,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://ddr.nal.usda.gov/dspace/handle/10113/,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://identifiers.org/agricola:,prefix_alias,bioregistry
merged.oak,AGRICOLA,http://n2t.net/agricola:,prefix_alias,bioregistry
merged.oak,AGRICOLA,https://agricola.nal.usda.gov/vwebv/holdingsInfo?bibId=,prefix_alias,bioregistry
merged.oak,AGRICOLA,https://alliancegenome.org/gene/,prefix_alias,bioregistry
merged.oak,AGRICOLA,https://bioregistry.io/AGR:,prefix_alias,bioregistry
merged.oak,AGRICOLA,https://bioregistry.io/AGRICOLA_ID:,prefix_alias,bioregistry
